"Timestamp","In the past 12 months, has any household member done the following? (Check all that apply) [Visited the Community Center]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town swimming facilities]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town recreational fields or courts]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Pine Meadows golf course]","In the past 12 months, has any household member done the following? (Check all that apply) [Used a school or neighborhood playground]","In the past 12 months, has any household member done the following? (Check all that apply) [Used the Minuteman Bikeway]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Lexpress bus]","In the past 12 months, has any household member done the following? (Check all that apply) [Visited Lexington conservation areas]","In the past 12 months, has any household member done the following? (Check all that apply) [Directly received fire or police services]","In the past 12 months, has any household member done the following? (Check all that apply) [Attended Lexington public schools]","In the past 12 months, has any household member done the following? (Check all that apply) [Participated in any town provided program or service for seniors]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Cary library or attended a library event]","In the past 12 months, has any household member done the following? (Check all that apply) [Served town government in any capacity (employee, committee member, town meeting member, elected representative)]","Are you aware that the Recreation & Community Programs Department offers financial aid for programs and services?","Has a household member received this type of financial assistance to participate in a program or service? ","If your primary residence is rental, please indicate your monthly rental cost: ","If you own your primary residence, please indicate your total monthly housing payment (mortgage, insurance, property taxes):","Do you receive a property tax deferral or property tax credit due to limited income?","What level of stress does your household experience with payment of monthly housing costs?","Please elaborate or share any additional thoughts. ","Thinking about all the costs of living in your owned property or rental (rent/mortgage, home maintenance, condo fees, property taxes, insurance, utilities), what portion of these costs do you estimate is related to property taxes?","Are you responsible for the housing costs at your residence (i.e. owner or lessee)?","Are you considering relocating away from Lexington in the next 10 years?","Age (respondent)","Size of household (number of people)","Disabilities within household (check all that apply)","Length of time living in town (respondent)","What type of property is your residence?","Approximate market property value of your Lexington residence (if owned):","Please indicate your approximate household income in the past 12 months","Please indicate how the survey was shared with you (any groups or lists or whether it was forwarded to you.)","Please share any comments to the survey team about this survey. Thank you."
"2018/11/02 8:19:06 AM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Little","","Little (1-25%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2015 or later","single family home","$750,000-$999,999","","LHS PTO",""
"2018/11/02 9:49:10 AM EST","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","Taxes are way too high, we wished we had a tax exemption program in place.","Some (26-50%)","Yes","Likely","40-49 years","4","none of the above","moved in 2015 or later","single family home","$500,000-$749,999","$150,000-$199,999","LHS PTO","Town taxes are just too high for us not to have a modern High School that accommodates the increasing student population. Our family would also love to have a year-round public swimming facility in town."
"2018/11/02 10:07:54 AM EST","Yes","No","No","No","No","Yes","No","Yes","No","N/A","Yes","Yes","No","No","No","","<$2,000/month","No","None","","Significant (51-75%)","Yes","Likely","60-69 years","2","N/A","moved in 1980-1989","single family home","$1,000,000-$1,249,999","$200,000 and over","Saw it on town web site when checking for ballot",""
"2018/11/02 1:33:41 PM EST","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","","$2,001-$4,000","No","Significant","","Some (26-50%)","Yes","Undecided - Possible","31-39 years","4","","moved in 2015 or later","single family home","$500,000-$749,999","$150,000-$199,999","",""
"2018/11/02 3:55:10 PM EST","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","","$4,001-$6,000","No","Some","","Little (1-25%)","Yes","Likely","50-59 years","4","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$100,000-$149,999","",""
"2018/11/02 4:30:07 PM EST","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","","$2,001-$4,000","No","Some","Concerned with costs because of pending retirement.","Some (26-50%)","Yes","Likely","60-69 years","3","none of the above","moved in 1990-1999","single family home","$500,000-$749,999","$50,000-$74,999","",""
"2018/11/03 8:14:18 AM EST","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","$1500-2999","","No","Significant","Single mom of 2 teen boys interested in buying in Lexington but too expensive ","Little (1-25%)","Yes","Definitely","50-59 years","3","none of the above","moved in 2000-2009","apartment","","$50,000-$74,999","LHS","I wish there were some affordable housing options for home ownership. The only reason I am able to reside here is because of the Avalon affordability program"
"2018/11/03 6:31:38 PM EST","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","","$8,001-$10,000","No","Significant","","Some (26-50%)","Yes","Likely","40-49 years","4","none of the above","moved in 1990-1999","single family home","$1,750,000-$1,999,999","$200,000 and over","Web",""
"2018/11/03 6:40:39 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","N/A","$4,001-$6,000","No","None","","Little (1-25%)","Yes","Unlikely","60-69 years","3","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","email from LHS",""
"2018/11/04 9:02:03 AM EST","Yes","No","Yes","No","N/A","No","Yes","Yes","Yes","Yes","N/A","Yes","No","No","No","","<$2,000/month","No","Significant","","Some (26-50%)","Yes","Likely","50-59 years","3","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$75,000-$99,000","pta",""
"2018/11/04 9:28:10 AM EST","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","","$2,001-$4,000","No","Some","I'm paying more taxes than principal!","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","received email from lexington mailing list",""
"2018/11/04 6:20:16 PM EST","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","","$2,001-$4,000","No","Some","taxes are high for people have no school-age kids and have no need for any recreational services","Little (1-25%)","Yes","Definitely","60-69 years","3","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$100,000-$149,999","forwarded to me ","Lexington needs to control spending and be more diligent  regarding capital expenses as most families move here for schools and re-building the two middle schools and high school should  be the ONLY priority of major projects for the town next ten years.  "
"2018/11/04 7:23:39 PM EST","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","N/A","No","None","","Significant (51-75%)","Yes","Undecided - Possible","60-69 years","3","none of the above","moved in 1980-1989","single family home","$1,500,000-$1,749,999","N/A","",""
"2018/11/04 10:58:05 PM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$2,001-$4,000","N/A","Little","As retirees with fixed income, we have concerns for future expenses as we age.  ","Substantial (76-100%)","Yes","Undecided - Possible","70-79 years","2","with an ambulatory difficulty","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$75,000-$99,000","Email list","Property tax increases are a major concern along with health care costs.  "
"2018/11/05 6:22:00 AM EST","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Some","Expensive to live here but love the community, nice neighbors, love lexfun","Some (26-50%)","Yes","Definitely Not","31-39 years","5+","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Lexfun","Would love a more vibrant downtown"
"2018/11/05 8:51:54 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","","$2,001-$4,000","No","Some","Living in Lexington has become too expensive. I wouldn't live her if I were to do again.","Some (26-50%)","Yes","Likely","50-59 years","3","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$100,000-$149,999","diamond school bulletin","Lexington has become even more unbalanced in housing costs. Building of massive homes, development, and rezoning from residential to commercial, Out of Control. Financial strain to stay here is not worth the benefits. The schools are overcrowded, and the town keeps building. Very disappointed."
"2018/11/05 9:25:04 AM EST","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","","<$2,000/month","No","Some","","Substantial (76-100%)","Yes","Likely","60-69 years","","none of the above","moved in 1990-1999","single family home","Less than $500,000","$75,000-$99,000","received at work",""
"2018/11/05 9:52:37 AM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","$1500-2999","N/A","No","Some","","N/A","Yes","Definitely","31-39 years","4","none of the above","moved in 2015 or later","apartment","N/A","","School",""
"2018/11/05 10:00:50 AM EST","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$2,001-$4,000","No","Little","Property taxes are way too high!","Substantial (76-100%)","Yes","Likely","50-59 years","4","N/A","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$150,000-$199,999","",""
"2018/11/05 10:33:20 AM EST","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","3","none of the above","moved in 2010-2014","single family home","$500,000-$749,999","N/A","pto",""
"2018/11/05 12:48:25 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","","N/A","No","None","","N/A","Yes","Definitely","60-69 years","2","none of the above","moved in 1980-1989","single family home","$750,000-$999,999","N/A","town site",""
"2018/11/05 1:01:42 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Some","","Some (26-50%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","",""
"2018/11/05 1:11:28 PM EST","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","N/A","$4,001-$6,000","No","Significant","Paying too much property tax !!! ","Significant (51-75%)","Yes","Definitely","50-59 years","3","N/A","moved in 2010-2014","single family home","$1,500,000-$1,749,999","$150,000-$199,999","Town's website","Please stop inflating home values, it is causing property tax to go up and up!"
"2018/11/05 4:55:35 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","","$10,001+","No","Little","","Little (1-25%)","Yes","Definitely Not","31-39 years","4","N/A","moved in 2015 or later","single family home","$2,000,000 and more","$200,000 and over","",""
"2018/11/05 6:27:34 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","N/A","N/A","Yes","N/A","Yes","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","5+","with an independent living difficulty","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","LHS news","I love living and working in Lexington, but the cost of living while balancing my kids needs inhibits how much I can truly enjoy what the town has to offer."
"2018/11/05 10:01:53 PM EST","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","","<$2,000/month","No","None","No mortgage.  Monthly housing cost above does not include utilities.","Significant (51-75%)","Yes","Undecided - Possible","80 years and over","1","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","$100,000-$149,999","found on line when looking for something else","I think I made a mistake in reporting property tax---seems too low"
"2018/11/06 3:49:27 AM EST","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","","Yes","No","$1500-2999","","No","Little","","Some (26-50%)","Yes","Undecided - Possible","31-39 years","3","N/A","moved in 2015 or later","apartment","N/A","$100,000-$149,999","",""
"2018/11/06 6:37:07 AM EST","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","Significant","","Some (26-50%)","Yes","Likely","31-39 years","3","","moved in 2015 or later","single family home","$1,250,000-$1,499,999","$200,000 and over","",""
"2018/11/06 9:24:16 AM EST","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","","$2,001-$4,000","No","Little","","Some (26-50%)","Yes","Likely","70-79 years","2","none of the above","moved in 1979 and earlier","","$1,000,000-$1,249,999","$100,000-$149,999","Town website-- by accident","The tax burden is significant and becoming more so.  Why do we usually seem to choose the deluxe version when a lesser version is ample, e g. the community center, design for new police station."
"2018/11/06 9:26:14 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","","$2,001-$4,000","No","Substantial","","Substantial (76-100%)","Yes","Definitely","60-69 years","2","with a vision difficulty","moved in 1979 and earlier","single family home","$500,000-$749,999","$75,000-$99,000","from next door",""
"2018/11/06 2:36:55 PM EST","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","","$2,001-$4,000","No","Some","Our taxes on an unrenovated, 3 bed, 1 bath,  1200 sq ft cape represent more than  1/3 of our total housing cost - and this on a house we bought 5 years ago for $500k with a conventional mortgage and downpayment.  The taxes will cause us to move even before we have our child in school. ","Some (26-50%)","Yes","Definitely","40-49 years","3","with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 2010-2014","single family home","$500,000-$749,999","$100,000-$149,999","","We can't afford to stay in Lexington like our parents did.  We would move to another LABB town for our medically handicapped child as the same size house in another town has taxes around 4k, not the 11k we pay now. "
"2018/11/07 11:11:48 AM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","","$2,001-$4,000","No","Some","","Little (1-25%)","Yes","Likely","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","LHS PTO",""
"2018/11/08 3:38:46 PM EST","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Little","","Little (1-25%)","Yes","Undecided - Possible","50-59 years","4","N/A","moved in 1990-1999","single family home","$750,000-$999,999","$200,000 and over","Town website - homepage",""
"2018/11/08 5:17:36 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","$1500-2999","","No","Some","","N/A","Yes","Likely","50-59 years","2","none of the above","moved in 2010-2014","other","N/A","$100,000-$149,999","Town website",""
"2018/11/09 6:39:16 AM EST","","","Yes","","","Yes","","","","Yes","","","","No","No","","$2,001-$4,000","No","Significant","","Some (26-50%)","Yes","Definitely","50-59 years","5+","N/A","moved in 2000-2009","single family home","$500,000-$749,999","$150,000-$199,999","",""
"2018/11/09 7:43:58 AM EST","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Definitely Not","50-59 years","4","N/A","moved in 2010-2014","single family home","$500,000-$749,999","$150,000-$199,999","LHS PTO",""
"2018/11/09 8:26:39 AM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","N/A","Yes","No","No","No","","$2,001-$4,000","No","Little","When we bought the house we would have answered differently as the price was beyond our ability. We stretched and made it work and are now in a different financial position. For a young family with small children, this is a hard place to find a house with a yard.","Little (1-25%)","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2000-2009","single family home","$1,250,000-$1,499,999","$200,000 and over","High school listserv",""
"2018/11/09 9:03:36 AM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","N/A","Yes","No","No","No","","$2,001-$4,000","No","Little","When we bought the house we would have answered differently as the price was beyond our ability. We stretched and made it work and are now in a different financial position. For a young family with small children, this is a hard place to find a house with a yard.","Little (1-25%)","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2000-2009","single family home","$1,250,000-$1,499,999","$200,000 and over","High school listserv",""
